Rank;TZ;DAIO;Yr;mvts;;;
High;Spain-Canaries;T;2022;351,782;;;
Low;Spain-Canaries;T;2022;351,782;;;
Base;Spain-Canaries;T;2023;377,926;;;
High;Spain-Canaries;T;2023;379,600;;;
Low;Spain-Canaries;T;2023;376,240;;;
Base;Spain-Canaries;T;2024;397,908;;;
High;Spain-Canaries;T;2024;406,066;;;
Low;Spain-Canaries;T;2024;389,691;;;
Base;Spain-Canaries;T;2025;405,419;;;
High;Spain-Canaries;T;2025;423,557;;;
Low;Spain-Canaries;T;2025;387,804;;;
Base;Spain-Canaries;T;2026;414,101;;;
High;Spain-Canaries;T;2026;437,455;;;
Low;Spain-Canaries;T;2026;389,083;;;
Base;Spain-Canaries;T;2027;421,316;;;
High;Spain-Canaries;T;2027;449,514;;;
Low;Spain-Canaries;T;2027;388,929;;;
Base;Spain-Canaries;T;2028;427,993;;;
High;Spain-Canaries;T;2028;461,259;;;
Low;Spain-Canaries;T;2028;389,270;;;
Base;Spain-Canaries;T;2029;430,842;;;
High;Spain-Canaries;T;2029;469,824;;;
Low;Spain-Canaries;T;2029;386,343;;;
Base;Spain-Continental;T;2010;1,608,266;;;
Base;Spain-Continental;T;2011;1,665,360;;;
Base;Spain-Continental;T;2012;1,556,966;;;
Base;Spain-Continental;T;2013;1,528,010;;;
Base;Spain-Continental;T;2014;1,586,969;;;
Base;Spain-Continental;T;2015;1,639,611;;;
Base;Spain-Continental;T;2016;1,766,110;;;
Base;Spain-Continental;T;2017;1,879,562;;;
Base;Spain-Continental;T;2018;1,970,169;;;
Base;Spain-Continental;T;2019;2,017,990;;;
Base;Spain-Continental;T;2020;780,024;;;
Base;Spain-Continental;T;2021;1,106,557;;;
Base;Spain-Continental;T;2022;1,867,404;;;
High;Spain-Continental;T;2022;1,867,404;;;
Low;Spain-Continental;T;2022;1,867,404;;;
Base;Spain-Continental;T;2023;2,058,759;;;
High;Spain-Continental;T;2023;2,069,435;;;
Low;Spain-Continental;T;2023;2,047,612;;;
Base;Spain-Continental;T;2024;2,170,509;;;
High;Spain-Continental;T;2024;2,216,891;;;
Low;Spain-Continental;T;2024;2,122,263;;;
Base;Spain-Continental;T;2025;2,233,210;;;
High;Spain-Continental;T;2025;2,331,248;;;
Low;Spain-Continental;T;2025;2,132,623;;;
Base;Spain-Continental;T;2026;2,301,358;;;
High;Spain-Continental;T;2026;2,436,221;;;
Low;Spain-Continental;T;2026;2,162,518;;;
Base;Spain-Continental;T;2027;2,359,783;;;
High;Spain-Continental;T;2027;2,517,876;;;
Low;Spain-Continental;T;2027;2,182,103;;;
Base;Spain-Continental;T;2028;2,412,716;;;
High;Spain-Continental;T;2028;2,596,332;;;
Low;Spain-Continental;T;2028;2,201,540;;;
Base;Spain-Continental;T;2029;2,443,595;;;
High;Spain-Continental;T;2029;2,653,398;;;
Low;Spain-Continental;T;2029;2,202,705;;;
Base;Sweden;T;2010;664,174;;;
Base;Sweden;T;2011;724,355;;;
Base;Sweden;T;2012;723,576;;;
Base;Sweden;T;2013;730,181;;;
Base;Sweden;T;2014;739,124;;;
Base;Sweden;T;2015;750,761;;;
Base;Sweden;T;2016;767,233;;;
Base;Sweden;T;2017;808,370;;;
Base;Sweden;T;2018;831,278;;;
Base;Sweden;T;2019;823,408;;;
Base;Sweden;T;2020;351,175;;;
Base;Sweden;T;2021;380,358;;;
Base;Sweden;T;2022;584,946;;;
High;Sweden;T;2022;584,946;;;
Low;Sweden;T;2022;584,946;;;
Base;Sweden;T;2023;638,598;;;
High;Sweden;T;2023;642,723;;;
Low;Sweden;T;2023;634,144;;;
Base;Sweden;T;2024;700,183;;;
High;Sweden;T;2024;715,629;;;
Low;Sweden;T;2024;683,806;;;
Base;Sweden;T;2025;712,174;;;
High;Sweden;T;2025;741,537;;;
Low;Sweden;T;2025;682,910;;;
Base;Sweden;T;2026;726,862;;;
High;Sweden;T;2026;767,161;;;
Low;Sweden;T;2026;687,077;;;
Base;Sweden;T;2027;739,530;;;
High;Sweden;T;2027;790,864;;;
Low;Sweden;T;2027;689,102;;;
Base;Sweden;T;2028;752,033;;;
High;Sweden;T;2028;813,796;;;
Low;Sweden;T;2028;691,281;;;
Base;Sweden;T;2029;759,844;;;
High;Sweden;T;2029;831,928;;;
Low;Sweden;T;2029;689,052;;;
Base;Switzerland;T;2010;1,025,210;;;
Base;Switzerland;T;2011;1,062,563;;;
Base;Switzerland;T;2012;1,044,652;;;
Base;Switzerland;T;2013;1,019,188;;;
Base;Switzerland;T;2014;1,032,953;;;
Base;Switzerland;T;2015;1,045,798;;;
Base;Switzerland;T;2016;1,069,484;;;
Base;Switzerland;T;2017;1,109,597;;;
Base;Switzerland;T;2018;1,167,098;;;
Base;Switzerland;T;2019;1,176,605;;;
Base;Switzerland;T;2020;477,007;;;
Base;Switzerland;T;2021;623,197;;;
Base;Switzerland;T;2022;1,041,803;;;
High;Switzerland;T;2022;1,041,803;;;
Low;Switzerland;T;2022;1,041,803;;;
Base;Switzerland;T;2023;1,085,250;;;
High;Switzerland;T;2023;1,095,506;;;
Low;Switzerland;T;2023;1,074,716;;;
Base;Switzerland;T;2024;1,154,114;;;
High;Switzerland;T;2024;1,182,238;;;
Low;Switzerland;T;2024;1,124,909;;;
Base;Switzerland;T;2025;1,174,971;;;
High;Switzerland;T;2025;1,226,281;;;
Low;Switzerland;T;2025;1,122,828;;;
Base;Switzerland;T;2026;1,200,109;;;
High;Switzerland;T;2026;1,269,509;;;
Low;Switzerland;T;2026;1,129,490;;;
Base;Switzerland;T;2027;1,221,857;;;
High;Switzerland;T;2027;1,305,410;;;
Low;Switzerland;T;2027;1,132,662;;;
Base;Switzerland;T;2028;1,241,618;;;
High;Switzerland;T;2028;1,337,811;;;
Low;Switzerland;T;2028;1,136,723;;;
Base;Switzerland;T;2029;1,251,581;;;
High;Switzerland;T;2029;1,361,570;;;
Low;Switzerland;T;2029;1,132,576;;;
Base;Tunisia;T;2023;123,408;;;
High;Tunisia;T;2023;124,059;;;
Low;Tunisia;T;2023;122,750;;;
Base;Tunisia;T;2024;81,590;;;
High;Tunisia;T;2024;83,579;;;
Low;Tunisia;T;2024;79,488;;;
Base;Tunisia;T;2025;83,934;;;
High;Tunisia;T;2025;87,888;;;
Low;Tunisia;T;2025;79,831;;;
Base;Tunisia;T;2026;86,647;;;
High;Tunisia;T;2026;92,228;;;
Low;Tunisia;T;2026;80,807;;;
Base;Tunisia;T;2027;89,380;;;
High;Tunisia;T;2027;96,418;;;
Low;Tunisia;T;2027;81,744;;;
Base;Tunisia;T;2028;92,233;;;
High;Tunisia;T;2028;100,913;;;
Low;Tunisia;T;2028;82,806;;;
Base;Tunisia;T;2029;94,567;;;
High;Tunisia;T;2029;105,182;;;
Low;Tunisia;T;2029;83,456;;;
Base;Türkiye;T;2010;965,110;;;
Base;Türkiye;T;2011;1,038,658;;;
Base;Türkiye;T;2012;1,065,874;;;
Base;Türkiye;T;2013;1,141,522;;;
Base;Türkiye;T;2014;1,268,918;;;
Base;Türkiye;T;2015;1,355,558;;;
Base;Türkiye;T;2016;1,335,613;;;
Base;Türkiye;T;2017;1,415,593;;;
Base;Türkiye;T;2018;1,531,251;;;
Base;Türkiye;T;2019;1,547,342;;;
Base;Türkiye;T;2020;693,196;;;
Base;Türkiye;T;2021;1,010,125;;;
Base;Türkiye;T;2022;1,390,549;;;
High;Türkiye;T;2022;1,390,549;;;
Low;Türkiye;T;2022;1,390,549;;;
Base;Türkiye;T;2023;1,649,208;;;
High;Türkiye;T;2023;1,657,951;;;
Low;Türkiye;T;2023;1,640,200;;;
Base;Türkiye;T;2024;1,812,961;;;
High;Türkiye;T;2024;1,850,344;;;
Low;Türkiye;T;2024;1,774,064;;;
Base;Türkiye;T;2025;1,854,320;;;
High;Türkiye;T;2025;1,925,343;;;
Low;Türkiye;T;2025;1,781,932;;;
Base;Türkiye;T;2026;1,899,617;;;
High;Türkiye;T;2026;2,001,848;;;
Low;Türkiye;T;2026;1,796,862;;;
Base;Türkiye;T;2027;1,942,925;;;
High;Türkiye;T;2027;2,077,033;;;
Low;Türkiye;T;2027;1,809,197;;;
Base;Türkiye;T;2028;1,989,645;;;
High;Türkiye;T;2028;2,153,918;;;
Low;Türkiye;T;2028;1,825,313;;;
Base;Türkiye;T;2029;2,027,836;;;
High;Türkiye;T;2029;2,224,187;;;
Low;Türkiye;T;2029;1,833,027;;;
Base;UK-Continental;T;2010;2,180,844;;;
Base;UK-Continental;T;2011;2,241,294;;;
Base;UK-Continental;T;2012;2,210,969;;;
Base;UK-Continental;T;2013;2,225,104;;;
Base;UK-Continental;T;2014;2,268,745;;;
Base;UK-Continental;T;2015;2,322,208;;;
Base;UK-Continental;T;2016;2,448,764;;;
Base;UK-Continental;T;2017;2,534,025;;;
Base;UK-Continental;T;2018;2,557,791;;;
Base;UK-Continental;T;2019;2,580,231;;;
Base;UK-Continental;T;2020;1,029,166;;;
Base;UK-Continental;T;2021;1,063,040;;;
Base;UK-Continental;T;2022;2,136,972;;;
High;UK-Continental;T;2022;2,136,972;;;
Low;UK-Continental;T;2022;2,136,972;;;
Base;UK-Continental;T;2023;2,374,429;;;
High;UK-Continental;T;2023;2,391,609;;;
Low;UK-Continental;T;2023;2,356,343;;;
Base;UK-Continental;T;2024;2,529,670;;;
High;UK-Continental;T;2024;2,574,996;;;
Low;UK-Continental;T;2024;2,481,372;;;
Base;UK-Continental;T;2025;2,555,041;;;
High;UK-Continental;T;2025;2,635,876;;;
Low;UK-Continental;T;2025;2,473,981;;;
Base;UK-Continental;T;2026;2,593,114;;;
High;UK-Continental;T;2026;2,700,365;;;
Low;UK-Continental;T;2026;2,484,712;;;
Base;UK-Continental;T;2027;2,623,744;;;
High;UK-Continental;T;2027;2,754,962;;;
Low;UK-Continental;T;2027;2,487,778;;;
Base;UK-Continental;T;2028;2,658,157;;;
High;UK-Continental;T;2028;2,811,553;;;
Low;UK-Continental;T;2028;2,495,126;;;
Base;UK-Continental;T;2029;2,679,562;;;
High;UK-Continental;T;2029;2,854,666;;;
Low;UK-Continental;T;2029;2,490,141;;;
Base;UK-Ireland FAB;T;2010;2,216,097;;;
Base;UK-Ireland FAB;T;2011;2,272,320;;;
Base;UK-Ireland FAB;T;2012;2,237,501;;;
Base;UK-Ireland FAB;T;2013;2,253,952;;;
Base;UK-Ireland FAB;T;2014;2,299,262;;;
Base;UK-Ireland FAB;T;2015;2,357,530;;;
Base;UK-Ireland FAB;T;2016;2,487,767;;;
Base;UK-Ireland FAB;T;2017;2,576,018;;;
Base;UK-Ireland FAB;T;2018;2,598,297;;;
Base;UK-Ireland FAB;T;2019;2,620,762;;;
Base;UK-Ireland FAB;T;2020;1,044,700;;;
Base;UK-Ireland FAB;T;2021;1,081,547;;;
Base;UK-Ireland FAB;T;2022;2,175,277;;;
High;UK-Ireland FAB;T;2022;2,175,277;;;
Low;UK-Ireland FAB;T;2022;2,175,277;;;
Base;UK-Ireland FAB;T;2023;2,419,758;;;
High;UK-Ireland FAB;T;2023;2,437,375;;;
Low;UK-Ireland FAB;T;2023;2,401,238;;;
Base;UK-Ireland FAB;T;2024;2,578,436;;;
High;UK-Ireland FAB;T;2024;2,625,052;;;
Low;UK-Ireland FAB;T;2024;2,528,853;;;
Base;UK-Ireland FAB;T;2025;2,604,792;;;
High;UK-Ireland FAB;T;2025;2,687,996;;;
Low;UK-Ireland FAB;T;2025;2,521,404;;;
Base;UK-Ireland FAB;T;2026;2,643,951;;;
High;UK-Ireland FAB;T;2026;2,754,440;;;
Low;UK-Ireland FAB;T;2026;2,532,329;;;
Base;UK-Ireland FAB;T;2027;2,675,511;;;
High;UK-Ireland FAB;T;2027;2,810,842;;;
Low;UK-Ireland FAB;T;2027;2,535,441;;;
Base;UK-Ireland FAB;T;2028;2,710,963;;;
High;UK-Ireland FAB;T;2028;2,869,330;;;
Low;UK-Ireland FAB;T;2028;2,542,943;;;
Base;UK-Ireland FAB;T;2029;2,733,071;;;
High;UK-Ireland FAB;T;2029;2,913,969;;;
Low;UK-Ireland FAB;T;2029;2,537,813;;;
Base;Ukraine;T;2010;429,413;;;
Base;Ukraine;T;2011;453,077;;;
Base;Ukraine;T;2012;466,104;;;
Base;Ukraine;T;2013;494,165;;;
Base;Ukraine;T;2014;320,199;;;
Base;Ukraine;T;2015;213,132;;;
Base;Ukraine;T;2016;194,564;;;
Base;Ukraine;T;2017;232,015;;;
Base;Ukraine;T;2018;274,173;;;
Base;Ukraine;T;2019;306,490;;;
Base;Ukraine;T;2020;124,894;;;
Base;Ukraine;T;2021;211,506;;;
Base;Ukraine;T;2022;30,306;;;
High;Ukraine;T;2022;30,306;;;
Low;Ukraine;T;2022;30,306;;;
Base;Ukraine;T;2023;3,222;;;
High;Ukraine;T;2023;3,901;;;
Low;Ukraine;T;2023;3,052;;;
Base;Ukraine;T;2024;5,096;;;
High;Ukraine;T;2024;6,985;;;
Low;Ukraine;T;2024;4,536;;;
Base;Ukraine;T;2025;5,146;;;
High;Ukraine;T;2025;7,529;;;
Low;Ukraine;T;2025;4,549;;;
Base;Ukraine;T;2026;5,195;;;
High;Ukraine;T;2026;8,063;;;
Low;Ukraine;T;2026;4,567;;;
Base;Ukraine;T;2027;5,246;;;
High;Ukraine;T;2027;8,559;;;
Low;Ukraine;T;2027;4,588;;;
Base;Ukraine;T;2028;5,305;;;
High;Ukraine;T;2028;9,043;;;
Low;Ukraine;T;2028;4,616;;;
Base;Ukraine;T;2029;5,327;;;
High;Ukraine;T;2029;9,442;;;
Low;Ukraine;T;2029;4,610;;;
Base;Albania;TAD;2010;21,015;;;
Base;Albania;TAD;2011;22,918;;;
Base;Albania;TAD;2012;20,537;;;
Base;Albania;TAD;2013;19,913;;;
Base;Albania;TAD;2014;18,052;;;
Base;Albania;TAD;2015;20,889;;;
Base;Albania;TAD;2016;22,298;;;
Base;Albania;TAD;2017;24,550;;;
Base;Albania;TAD;2018;25,507;;;
Base;Albania;TAD;2019;28,432;;;
Base;Albania;TAD;2020;15,278;;;
Base;Albania;TAD;2021;26,252;;;
Base;Albania;TAD;2022;38,913;;;
High;Albania;TAD;2022;38,913;;;
Low;Albania;TAD;2022;38,913;;;
Base;Albania;TAD;2023;50,455;;;
High;Albania;TAD;2023;50,688;;;
Low;Albania;TAD;2023;50,224;;;
Base;Albania;TAD;2024;63,628;;;
High;Albania;TAD;2024;64,897;;;
Low;Albania;TAD;2024;62,335;;;
Base;Albania;TAD;2025;65,707;;;
High;Albania;TAD;2025;68,366;;;
Low;Albania;TAD;2025;63,131;;;
Base;Albania;TAD;2026;67,924;;;
High;Albania;TAD;2026;71,737;;;
Low;Albania;TAD;2026;64,304;;;
Base;Albania;TAD;2027;69,955;;;
High;Albania;TAD;2027;75,001;;;
Low;Albania;TAD;2027;65,266;;;
Base;Albania;TAD;2028;71,833;;;
High;Albania;TAD;2028;78,124;;;
Low;Albania;TAD;2028;66,093;;;
Base;Albania;TAD;2029;73,300;;;
High;Albania;TAD;2029;80,858;;;
Low;Albania;TAD;2029;66,535;;;
Base;Armenia;TAD;2010;21,503;;;
Base;Armenia;TAD;2011;21,271;;;
Base;Armenia;TAD;2012;21,696;;;
Base;Armenia;TAD;2013;18,730;;;
Base;Armenia;TAD;2014;21,708;;;
Base;Armenia;TAD;2015;18,904;;;
Base;Armenia;TAD;2016;18,716;;;
Base;Armenia;TAD;2017;22,304;;;
Base;Armenia;TAD;2018;24,192;;;
Base;Armenia;TAD;2019;26,574;;;
Base;Armenia;TAD;2020;9,756;;;
Base;Armenia;TAD;2021;20,683;;;
Base;Armenia;TAD;2022;35,171;;;
High;Armenia;TAD;2022;35,171;;;
Low;Armenia;TAD;2022;35,171;;;
Base;Armenia;TAD;2023;41,285;;;
High;Armenia;TAD;2023;41,903;;;
Low;Armenia;TAD;2023;40,773;;;
Base;Armenia;TAD;2024;45,399;;;
High;Armenia;TAD;2024;47,692;;;
Low;Armenia;TAD;2024;43,591;;;
Base;Armenia;TAD;2025;46,264;;;
High;Armenia;TAD;2025;49,385;;;
Low;Armenia;TAD;2025;43,754;;;
Base;Armenia;TAD;2026;47,409;;;
High;Armenia;TAD;2026;51,274;;;
Low;Armenia;TAD;2026;44,295;;;
Base;Armenia;TAD;2027;48,342;;;
High;Armenia;TAD;2027;52,982;;;
Low;Armenia;TAD;2027;44,620;;;
Base;Armenia;TAD;2028;49,365;;;
High;Armenia;TAD;2028;54,851;;;
Low;Armenia;TAD;2028;45,009;;;
Base;Armenia;TAD;2029;50,296;;;
High;Armenia;TAD;2029;56,684;;;
Low;Armenia;TAD;2029;45,296;;;
Base;Austria;TAD;2010;321,327;;;
Base;Austria;TAD;2011;323,037;;;
Base;Austria;TAD;2012;312,087;;;
Base;Austria;TAD;2013;296,766;;;
Base;Austria;TAD;2014;298,960;;;
Base;Austria;TAD;2015;297,098;;;
Base;Austria;TAD;2016;294,885;;;
Base;Austria;TAD;2017;295,247;;;
Base;Austria;TAD;2018;312,867;;;
Base;Austria;TAD;2019;338,108;;;
Base;Austria;TAD;2020;137,840;;;
Base;Austria;TAD;2021;160,231;;;
Base;Austria;TAD;2022;258,828;;;
High;Austria;TAD;2022;258,828;;;
Low;Austria;TAD;2022;258,828;;;
Base;Austria;TAD;2023;289,198;;;
High;Austria;TAD;2023;291,636;;;
Low;Austria;TAD;2023;286,735;;;
Base;Austria;TAD;2024;308,501;;;
High;Austria;TAD;2024;315,563;;;
Low;Austria;TAD;2024;301,206;;;
Base;Austria;TAD;2025;314,030;;;
High;Austria;TAD;2025;326,533;;;
Low;Austria;TAD;2025;301,358;;;
Base;Austria;TAD;2026;321,378;;;
High;Austria;TAD;2026;338,521;;;
Low;Austria;TAD;2026;304,044;;;
Base;Austria;TAD;2027;327,858;;;
High;Austria;TAD;2027;349,504;;;
Low;Austria;TAD;2027;305,805;;;
Base;Austria;TAD;2028;333,765;;;
High;Austria;TAD;2028;359,528;;;
Low;Austria;TAD;2028;307,436;;;
Base;Austria;TAD;2029;337,218;;;
High;Austria;TAD;2029;367,121;;;
Low;Austria;TAD;2029;306,830;;;
Base;Azerbaijan;TAD;2010;37,462;;;
Base;Azerbaijan;TAD;2011;41,104;;;
Base;Azerbaijan;TAD;2012;42,263;;;
Base;Azerbaijan;TAD;2013;43,713;;;
Base;Azerbaijan;TAD;2014;43,947;;;
Base;Azerbaijan;TAD;2015;40,614;;;
Base;Azerbaijan;TAD;2016;41,854;;;
Base;Azerbaijan;TAD;2017;47,902;;;
Base;Azerbaijan;TAD;2018;49,703;;;
Base;Azerbaijan;TAD;2019;50,608;;;
Base;Azerbaijan;TAD;2020;23,150;;;
Base;Azerbaijan;TAD;2021;29,485;;;
Base;Azerbaijan;TAD;2022;48,028;;;
High;Azerbaijan;TAD;2022;48,028;;;
Low;Azerbaijan;TAD;2022;48,028;;;
Base;Azerbaijan;TAD;2023;56,183;;;
High;Azerbaijan;TAD;2023;56,945;;;
Low;Azerbaijan;TAD;2023;55,452;;;
Base;Azerbaijan;TAD;2024;63,391;;;
High;Azerbaijan;TAD;2024;66,104;;;
Low;Azerbaijan;TAD;2024;61,231;;;
Base;Azerbaijan;TAD;2025;65,165;;;
High;Azerbaijan;TAD;2025;69,686;;;
Low;Azerbaijan;TAD;2025;61,833;;;
Base;Azerbaijan;TAD;2026;67,071;;;
High;Azerbaijan;TAD;2026;73,259;;;
Low;Azerbaijan;TAD;2026;62,775;;;
Base;Azerbaijan;TAD;2027;68,978;;;
High;Azerbaijan;TAD;2027;76,982;;;
Low;Azerbaijan;TAD;2027;63,678;;;
Base;Azerbaijan;TAD;2028;71,050;;;
High;Azerbaijan;TAD;2028;81,024;;;
Low;Azerbaijan;TAD;2028;64,704;;;
Base;Azerbaijan;TAD;2029;72,899;;;
High;Azerbaijan;TAD;2029;84,958;;;
Low;Azerbaijan;TAD;2029;65,499;;;
Base;Baltic FAB;TAD;2010;246,961;;;
Base;Baltic FAB;TAD;2011;254,379;;;
Base;Baltic FAB;TAD;2012;264,451;;;
Base;Baltic FAB;TAD;2013;269,822;;;
Base;Baltic FAB;TAD;2014;279,279;;;
Base;Baltic FAB;TAD;2015;298,237;;;
Base;Baltic FAB;TAD;2016;324,247;;;
Base;Baltic FAB;TAD;2017;353,379;;;
Base;Baltic FAB;TAD;2018;401,595;;;
Base;Baltic FAB;TAD;2019;418,643;;;
Base;Baltic FAB;TAD;2020;172,469;;;
Base;Baltic FAB;TAD;2021;220,183;;;
Base;Baltic FAB;TAD;2022;355,916;;;
High;Baltic FAB;TAD;2022;355,916;;;
Low;Baltic FAB;TAD;2022;355,916;;;
Base;Baltic FAB;TAD;2023;401,567;;;
High;Baltic FAB;TAD;2023;403,717;;;
Low;Baltic FAB;TAD;2023;399,272;;;
Base;Baltic FAB;TAD;2024;441,397;;;
High;Baltic FAB;TAD;2024;449,435;;;
Low;Baltic FAB;TAD;2024;432,810;;;
Base;Baltic FAB;TAD;2025;453,408;;;
High;Baltic FAB;TAD;2025;469,740;;;
Low;Baltic FAB;TAD;2025;437,049;;;
Base;Baltic FAB;TAD;2026;465,261;;;
High;Baltic FAB;TAD;2026;487,945;;;
Low;Baltic FAB;TAD;2026;441,935;;;
Base;Baltic FAB;TAD;2027;474,783;;;
High;Baltic FAB;TAD;2027;503,915;;;
Low;Baltic FAB;TAD;2027;445,001;;;
Base;Baltic FAB;TAD;2028;485,298;;;
High;Baltic FAB;TAD;2028;520,672;;;
Low;Baltic FAB;TAD;2028;448,326;;;
Base;Baltic FAB;TAD;2029;493,066;;;
High;Baltic FAB;TAD;2029;534,639;;;
Low;Baltic FAB;TAD;2029;448,779;;;
Base;Belarus;TAD;2023;7,657;;;
High;Belarus;TAD;2023;7,738;;;
Low;Belarus;TAD;2023;7,587;;;
Base;Belarus;TAD;2024;8,450;;;
High;Belarus;TAD;2024;8,788;;;
Low;Belarus;TAD;2024;8,165;;;
Base;Belarus;TAD;2025;8,645;;;
High;Belarus;TAD;2025;9,300;;;
Low;Belarus;TAD;2025;8,119;;;
Base;Belarus;TAD;2026;8,918;;;
High;Belarus;TAD;2026;9,821;;;
Low;Belarus;TAD;2026;8,230;;;
Base;Belarus;TAD;2027;9,202;;;
High;Belarus;TAD;2027;10,394;;;
Low;Belarus;TAD;2027;8,317;;;
Base;Belarus;TAD;2028;9,536;;;
High;Belarus;TAD;2028;11,039;;;
Low;Belarus;TAD;2028;8,459;;;
Base;Belarus;TAD;2029;9,831;;;
High;Belarus;TAD;2029;11,674;;;
Low;Belarus;TAD;2029;8,543;;;
Base;Belgium/Luxembourg;TAD;2010;360,024;;;
Base;Belgium/Luxembourg;TAD;2011;375,902;;;
Base;Belgium/Luxembourg;TAD;2012;366,613;;;
Base;Belgium/Luxembourg;TAD;2013;360,429;;;
Base;Belgium/Luxembourg;TAD;2014;374,523;;;
Base;Belgium/Luxembourg;TAD;2015;392,147;;;
Base;Belgium/Luxembourg;TAD;2016;385,424;;;
Base;Belgium/Luxembourg;TAD;2017;403,654;;;
Base;Belgium/Luxembourg;TAD;2018;412,170;;;
Base;Belgium/Luxembourg;TAD;2019;412,812;;;
Base;Belgium/Luxembourg;TAD;2020;204,036;;;
Base;Belgium/Luxembourg;TAD;2021;252,416;;;
Base;Belgium/Luxembourg;TAD;2022;353,340;;;
High;Belgium/Luxembourg;TAD;2022;353,340;;;
Low;Belgium/Luxembourg;TAD;2022;353,340;;;
Base;Belgium/Luxembourg;TAD;2023;367,519;;;
High;Belgium/Luxembourg;TAD;2023;371,008;;;
Low;Belgium/Luxembourg;TAD;2023;363,370;;;
Base;Belgium/Luxembourg;TAD;2024;387,669;;;
High;Belgium/Luxembourg;TAD;2024;397,418;;;
Low;Belgium/Luxembourg;TAD;2024;377,062;;;
Base;Belgium/Luxembourg;TAD;2025;402,078;;;
High;Belgium/Luxembourg;TAD;2025;421,682;;;
Low;Belgium/Luxembourg;TAD;2025;376,896;;;
Base;Belgium/Luxembourg;TAD;2026;412,499;;;
High;Belgium/Luxembourg;TAD;2026;438,490;;;
Low;Belgium/Luxembourg;TAD;2026;381,093;;;
Base;Belgium/Luxembourg;TAD;2027;420,523;;;
High;Belgium/Luxembourg;TAD;2027;452,836;;;
Low;Belgium/Luxembourg;TAD;2027;382,969;;;
Base;Belgium/Luxembourg;TAD;2028;426,280;;;
High;Belgium/Luxembourg;TAD;2028;464,526;;;
Low;Belgium/Luxembourg;TAD;2028;384,607;;;
Base;Belgium/Luxembourg;TAD;2029;430,862;;;
High;Belgium/Luxembourg;TAD;2029;474,968;;;
Low;Belgium/Luxembourg;TAD;2029;383,571;;;
Base;BLUE MED FAB;TAD;2010;1,060,667;;;
Base;BLUE MED FAB;TAD;2011;1,092,026;;;
Base;BLUE MED FAB;TAD;2012;1,058,989;;;
Base;BLUE MED FAB;TAD;2013;1,047,636;;;
Base;BLUE MED FAB;TAD;2014;1,095,752;;;
Base;BLUE MED FAB;TAD;2015;1,132,730;;;
Base;BLUE MED FAB;TAD;2016;1,200,154;;;
Base;BLUE MED FAB;TAD;2017;1,263,906;;;
Base;BLUE MED FAB;TAD;2018;1,341,833;;;
Base;BLUE MED FAB;TAD;2019;1,377,212;;;
Base;BLUE MED FAB;TAD;2020;493,872;;;
Base;BLUE MED FAB;TAD;2021;716,812;;;
Base;BLUE MED FAB;TAD;2022;1,207,201;;;
High;BLUE MED FAB;TAD;2022;1,207,201;;;
Low;BLUE MED FAB;TAD;2022;1,207,201;;;
Base;BLUE MED FAB;TAD;2023;1,359,566;;;
High;BLUE MED FAB;TAD;2023;1,369,028;;;
Low;BLUE MED FAB;TAD;2023;1,349,820;;;
Base;BLUE MED FAB;TAD;2024;1,468,671;;;
High;BLUE MED FAB;TAD;2024;1,503,300;;;
Low;BLUE MED FAB;TAD;2024;1,433,350;;;
Base;BLUE MED FAB;TAD;2025;1,496,375;;;
High;BLUE MED FAB;TAD;2025;1,567,006;;;
Low;BLUE MED FAB;TAD;2025;1,428,912;;;
Base;BLUE MED FAB;TAD;2026;1,527,112;;;
High;BLUE MED FAB;TAD;2026;1,626,664;;;
Low;BLUE MED FAB;TAD;2026;1,434,193;;;
Base;BLUE MED FAB;TAD;2027;1,552,265;;;
High;BLUE MED FAB;TAD;2027;1,680,355;;;
Low;BLUE MED FAB;TAD;2027;1,434,199;;;
Base;BLUE MED FAB;TAD;2028;1,574,600;;;
High;BLUE MED FAB;TAD;2028;1,729,472;;;
Low;BLUE MED FAB;TAD;2028;1,433,138;;;
Base;BLUE MED FAB;TAD;2029;1,586,684;;;
High;BLUE MED FAB;TAD;2029;1,768,291;;;
Low;BLUE MED FAB;TAD;2029;1,423,225;;;
Base;Bosnia and Herzegovina;TAD;2010;13,793;;;
Base;Bosnia and Herzegovina;TAD;2011;12,414;;;
Base;Bosnia and Herzegovina;TAD;2012;11,530;;;
Base;Bosnia and Herzegovina;TAD;2013;12,315;;;
Base;Bosnia and Herzegovina;TAD;2014;14,284;;;
Base;Bosnia and Herzegovina;TAD;2015;14,378;;;
Base;Bosnia and Herzegovina;TAD;2016;14,460;;;
Base;Bosnia and Herzegovina;TAD;2017;16,956;;;
Base;Bosnia and Herzegovina;TAD;2018;17,669;;;
Base;Bosnia and Herzegovina;TAD;2019;19,005;;;
Base;Bosnia and Herzegovina;TAD;2020;8,494;;;
Base;Bosnia and Herzegovina;TAD;2021;15,271;;;
Base;Bosnia and Herzegovina;TAD;2022;21,709;;;
High;Bosnia and Herzegovina;TAD;2022;21,709;;;
Low;Bosnia and Herzegovina;TAD;2022;21,709;;;
Base;Bosnia and Herzegovina;TAD;2023;22,616;;;
High;Bosnia and Herzegovina;TAD;2023;22,787;;;
Low;Bosnia and Herzegovina;TAD;2023;22,449;;;
Base;Bosnia and Herzegovina;TAD;2024;24,998;;;
